epoch:0, self loss:4055538.6957, cross loss:3157642.3914, G loss:700.3193, D loss:345.2439, reg loss:83755.8974
test: movie: hr:0.3887,ndcg:0.2184,mrr:0.1665, book: hr:0.3130,ndcg:0.1737,mrr:0.1314
epoch:26, self loss:62279.8806, cross loss:62440.0068, G loss:3302.1532, D loss:8.2522, reg loss:1484.0674
test: movie: hr:0.3905,ndcg:0.2193,mrr:0.1671, book: hr:0.3185,ndcg:0.1768,mrr:0.1337
epoch:27, self loss:62901.2626, cross loss:63146.2782, G loss:3270.8469, D loss:7.7464, reg loss:1459.5124
test: movie: hr:0.3925,ndcg:0.2214,mrr:0.1693, book: hr:0.3212,ndcg:0.1802,mrr:0.1372
epoch:28, self loss:61356.2985, cross loss:61640.9872, G loss:3252.1520, D loss:8.2513, reg loss:1423.0867
test: movie: hr:0.3944,ndcg:0.2243,mrr:0.1725, book: hr:0.3281,ndcg:0.1835,mrr:0.1396
epoch:29, self loss:61285.7945, cross loss:61621.8824, G loss:3176.2882, D loss:8.7493, reg loss:1384.7858
test: movie: hr:0.3983,ndcg:0.2259,mrr:0.1734, book: hr:0.3302,ndcg:0.1854,mrr:0.1413
epoch:30, self loss:61745.6776, cross loss:62099.6579, G loss:3169.9737, D loss:8.0927, reg loss:1370.5027
test: movie: hr:0.4009,ndcg:0.2280,mrr:0.1753, book: hr:0.3340,ndcg:0.1890,mrr:0.1449
epoch:31, self loss:61629.1733, cross loss:61941.4515, G loss:3160.6874, D loss:7.8404, reg loss:1339.1923
test: movie: hr:0.4031,ndcg:0.2302,mrr:0.1775, book: hr:0.3401,ndcg:0.1930,mrr:0.1482
epoch:32, self loss:61172.9023, cross loss:61462.2586, G loss:3135.5164, D loss:8.5226, reg loss:1309.0645
test: movie: hr:0.4061,ndcg:0.2333,mrr:0.1805, book: hr:0.3426,ndcg:0.1948,mrr:0.1498
epoch:33, self loss:61411.6618, cross loss:61799.8444, G loss:3102.2389, D loss:8.0602, reg loss:1310.6496
test: movie: hr:0.4093,ndcg:0.2350,mrr:0.1817, book: hr:0.3494,ndcg:0.2000,mrr:0.1546
epoch:34, self loss:61893.3437, cross loss:62332.3610, G loss:3095.0587, D loss:7.2001, reg loss:1304.5619
test: movie: hr:0.4115,ndcg:0.2356,mrr:0.1819, book: hr:0.3498,ndcg:0.2007,mrr:0.1553
epoch:35, self loss:60360.3488, cross loss:60711.4871, G loss:3094.3697, D loss:8.4655, reg loss:1282.6870
test: movie: hr:0.4132,ndcg:0.2377,mrr:0.1842, book: hr:0.3557,ndcg:0.2044,mrr:0.1584
epoch:36, self loss:61445.0920, cross loss:61832.9568, G loss:3079.9296, D loss:7.5905, reg loss:1291.4428
test: movie: hr:0.4175,ndcg:0.2400,mrr:0.1858, book: hr:0.3579,ndcg:0.2071,mrr:0.1610
epoch:37, self loss:60034.4190, cross loss:60361.7640, G loss:3059.2334, D loss:8.0860, reg loss:1280.5897
test: movie: hr:0.4206,ndcg:0.2415,mrr:0.1869, book: hr:0.3648,ndcg:0.2100,mrr:0.1628
epoch:38, self loss:60491.0851, cross loss:61024.0463, G loss:3045.9798, D loss:7.6167, reg loss:1292.2765
test: movie: hr:0.4213,ndcg:0.2441,mrr:0.1899, book: hr:0.3673,ndcg:0.2129,mrr:0.1658
epoch:39, self loss:60472.3516, cross loss:60938.0186, G loss:3058.6149, D loss:7.4376, reg loss:1269.6899
test: movie: hr:0.4215,ndcg:0.2455,mrr:0.1917, book: hr:0.3707,ndcg:0.2134,mrr:0.1654
epoch:40, self loss:60287.2667, cross loss:60651.8876, G loss:3051.5161, D loss:7.8772, reg loss:1243.5509
test: movie: hr:0.4277,ndcg:0.2478,mrr:0.1928, book: hr:0.3769,ndcg:0.2172,mrr:0.1685
epoch:41, self loss:59604.7614, cross loss:59980.7571, G loss:3014.3101, D loss:7.9859, reg loss:1236.5416
test: movie: hr:0.4335,ndcg:0.2508,mrr:0.1948, book: hr:0.3805,ndcg:0.2206,mrr:0.1719
epoch:42, self loss:59952.7720, cross loss:60395.8731, G loss:2978.6337, D loss:7.7110, reg loss:1244.7819
test: movie: hr:0.4357,ndcg:0.2533,mrr:0.1975, book: hr:0.3827,ndcg:0.2219,mrr:0.1728
epoch:43, self loss:59679.4739, cross loss:60227.2595, G loss:2959.0547, D loss:8.0426, reg loss:1232.4905
test: movie: hr:0.4379,ndcg:0.2566,mrr:0.2012, book: hr:0.3888,ndcg:0.2249,mrr:0.1749
epoch:44, self loss:59555.1365, cross loss:60004.2647, G loss:2940.3050, D loss:8.1699, reg loss:1217.4800
test: movie: hr:0.4401,ndcg:0.2567,mrr:0.2005, book: hr:0.3910,ndcg:0.2271,mrr:0.1771
epoch:45, self loss:58760.3191, cross loss:59231.2709, G loss:2934.0416, D loss:7.9050, reg loss:1218.0704
test: movie: hr:0.4461,ndcg:0.2606,mrr:0.2037, book: hr:0.3963,ndcg:0.2316,mrr:0.1812
epoch:46, self loss:58838.3723, cross loss:59172.6654, G loss:2892.6260, D loss:7.8401, reg loss:1204.6208
test: movie: hr:0.4502,ndcg:0.2638,mrr:0.2067, book: hr:0.3988,ndcg:0.2330,mrr:0.1822
epoch:47, self loss:58468.5382, cross loss:58936.4628, G loss:2917.2551, D loss:7.1214, reg loss:1210.0680
test: movie: hr:0.4540,ndcg:0.2669,mrr:0.2096, book: hr:0.4026,ndcg:0.2353,mrr:0.1841
epoch:48, self loss:59541.5593, cross loss:60012.1411, G loss:2917.6684, D loss:7.3107, reg loss:1217.1778
test: movie: hr:0.4556,ndcg:0.2688,mrr:0.2115, book: hr:0.4073,ndcg:0.2389,mrr:0.1875
epoch:49, self loss:58206.8028, cross loss:58731.3880, G loss:2943.1527, D loss:7.2316, reg loss:1201.3058
test: movie: hr:0.4582,ndcg:0.2699,mrr:0.2123, book: hr:0.4147,ndcg:0.2421,mrr:0.1894
epoch:50, self loss:58583.5485, cross loss:59128.1380, G loss:2919.1221, D loss:7.3426, reg loss:1204.6932
test: movie: hr:0.4656,ndcg:0.2759,mrr:0.2179, book: hr:0.4157,ndcg:0.2433,mrr:0.1906
epoch:51, self loss:57532.2937, cross loss:58050.8006, G loss:2899.6437, D loss:7.4941, reg loss:1176.1189
test: movie: hr:0.4637,ndcg:0.2754,mrr:0.2177, book: hr:0.4198,ndcg:0.2460,mrr:0.1928
epoch:52, self loss:57822.8015, cross loss:58416.6040, G loss:2875.2217, D loss:7.4575, reg loss:1192.9874
test: movie: hr:0.4683,ndcg:0.2771,mrr:0.2185, book: hr:0.4235,ndcg:0.2498,mrr:0.1968
epoch:53, self loss:57876.6991, cross loss:58381.0044, G loss:2840.4041, D loss:7.6746, reg loss:1196.3819
test: movie: hr:0.4733,ndcg:0.2806,mrr:0.2216, book: hr:0.4261,ndcg:0.2515,mrr:0.1981
epoch:54, self loss:57596.4772, cross loss:58066.3730, G loss:2854.8240, D loss:6.7623, reg loss:1189.1388
test: movie: hr:0.4758,ndcg:0.2828,mrr:0.2237, book: hr:0.4340,ndcg:0.2559,mrr:0.2015
epoch:55, self loss:55987.4321, cross loss:56478.5402, G loss:2873.5429, D loss:6.5925, reg loss:1183.1292
test: movie: hr:0.4776,ndcg:0.2831,mrr:0.2235, book: hr:0.4330,ndcg:0.2562,mrr:0.2021
epoch:56, self loss:57092.6459, cross loss:57532.1109, G loss:2863.1803, D loss:7.0326, reg loss:1176.6450
test: movie: hr:0.4789,ndcg:0.2850,mrr:0.2255, book: hr:0.4399,ndcg:0.2608,mrr:0.2061
epoch:57, self loss:57388.2354, cross loss:57769.5577, G loss:2839.2113, D loss:8.1505, reg loss:1180.9979
test: movie: hr:0.4794,ndcg:0.2861,mrr:0.2270, book: hr:0.4431,ndcg:0.2628,mrr:0.2076
epoch:58, self loss:56504.5373, cross loss:56922.4774, G loss:2791.2626, D loss:7.7525, reg loss:1187.5173
test: movie: hr:0.4820,ndcg:0.2867,mrr:0.2267, book: hr:0.4459,ndcg:0.2645,mrr:0.2089
epoch:59, self loss:55958.2660, cross loss:56487.2296, G loss:2784.1142, D loss:7.5819, reg loss:1191.8326
test: movie: hr:0.4839,ndcg:0.2886,mrr:0.2286, book: hr:0.4465,ndcg:0.2657,mrr:0.2103
epoch:60, self loss:55857.2096, cross loss:56323.5788, G loss:2808.5066, D loss:6.5696, reg loss:1181.3310
test: movie: hr:0.4904,ndcg:0.2932,mrr:0.2328, book: hr:0.4523,ndcg:0.2679,mrr:0.2115
epoch:61, self loss:56038.9153, cross loss:56491.5047, G loss:2815.1077, D loss:7.1064, reg loss:1177.9149
test: movie: hr:0.4880,ndcg:0.2931,mrr:0.2332, book: hr:0.4594,ndcg:0.2721,mrr:0.2149
epoch:62, self loss:55366.5471, cross loss:55850.4331, G loss:2798.3464, D loss:7.1528, reg loss:1176.0326
test: movie: hr:0.4910,ndcg:0.2954,mrr:0.2353, book: hr:0.4631,ndcg:0.2755,mrr:0.2182
epoch:63, self loss:55792.8083, cross loss:56303.6577, G loss:2802.3073, D loss:6.7977, reg loss:1174.1455
test: movie: hr:0.4960,ndcg:0.2974,mrr:0.2364, book: hr:0.4633,ndcg:0.2763,mrr:0.2191
epoch:64, self loss:55978.2402, cross loss:56532.3085, G loss:2796.0894, D loss:6.9977, reg loss:1170.5332
test: movie: hr:0.4962,ndcg:0.2987,mrr:0.2381, book: hr:0.4691,ndcg:0.2800,mrr:0.2222
epoch:65, self loss:56163.7158, cross loss:56694.2831, G loss:2805.8619, D loss:6.4570, reg loss:1194.2707
test: movie: hr:0.4960,ndcg:0.2995,mrr:0.2392, book: hr:0.4705,ndcg:0.2804,mrr:0.2223
epoch:66, self loss:55058.3067, cross loss:55695.6592, G loss:2792.3777, D loss:7.1366, reg loss:1176.6053
test: movie: hr:0.4982,ndcg:0.3005,mrr:0.2398, book: hr:0.4717,ndcg:0.2832,mrr:0.2253
epoch:67, self loss:55291.2347, cross loss:55702.2728, G loss:2786.9944, D loss:6.5549, reg loss:1163.7477
test: movie: hr:0.5004,ndcg:0.3027,mrr:0.2420, book: hr:0.4771,ndcg:0.2866,mrr:0.2282
epoch:68, self loss:54302.9262, cross loss:54890.9132, G loss:2809.8057, D loss:6.6816, reg loss:1162.9486
test: movie: hr:0.5015,ndcg:0.3028,mrr:0.2417, book: hr:0.4785,ndcg:0.2870,mrr:0.2283
epoch:69, self loss:56098.7432, cross loss:56843.5290, G loss:2776.0984, D loss:6.7742, reg loss:1224.6009
test: movie: hr:0.5052,ndcg:0.3057,mrr:0.2446, book: hr:0.4828,ndcg:0.2909,mrr:0.2321
epoch:70, self loss:54825.1150, cross loss:55346.0456, G loss:2788.0498, D loss:6.7124, reg loss:1172.3240
test: movie: hr:0.5044,ndcg:0.3062,mrr:0.2453, book: hr:0.4861,ndcg:0.2924,mrr:0.2330
epoch:71, self loss:55239.9420, cross loss:55355.4918, G loss:2791.0954, D loss:6.8165, reg loss:1162.8851
test: movie: hr:0.5092,ndcg:0.3090,mrr:0.2475, book: hr:0.4881,ndcg:0.2951,mrr:0.2359
epoch:72, self loss:54515.1608, cross loss:55135.1262, G loss:2756.9327, D loss:7.2401, reg loss:1160.2924
test: movie: hr:0.5110,ndcg:0.3110,mrr:0.2495, book: hr:0.4908,ndcg:0.2958,mrr:0.2361
epoch:73, self loss:54099.8331, cross loss:54712.5110, G loss:2761.2783, D loss:6.6471, reg loss:1154.7243
test: movie: hr:0.5148,ndcg:0.3121,mrr:0.2499, book: hr:0.4901,ndcg:0.2978,mrr:0.2388
epoch:74, self loss:53898.1802, cross loss:54425.0294, G loss:2769.5492, D loss:6.4194, reg loss:1149.7262
test: movie: hr:0.5171,ndcg:0.3143,mrr:0.2521, book: hr:0.4945,ndcg:0.3003,mrr:0.2407
epoch:75, self loss:53514.6023, cross loss:54007.6786, G loss:2786.3964, D loss:6.6380, reg loss:1134.9533
test: movie: hr:0.5172,ndcg:0.3152,mrr:0.2532, book: hr:0.4964,ndcg:0.3007,mrr:0.2407
epoch:76, self loss:54514.4439, cross loss:54927.8450, G loss:2776.2399, D loss:5.9837, reg loss:1134.9848
test: movie: hr:0.5175,ndcg:0.3163,mrr:0.2545, book: hr:0.4989,ndcg:0.3023,mrr:0.2421
epoch:77, self loss:54351.8399, cross loss:54718.6276, G loss:2787.9191, D loss:6.6874, reg loss:1137.7146
test: movie: hr:0.5221,ndcg:0.3181,mrr:0.2555, book: hr:0.5013,ndcg:0.3030,mrr:0.2421
epoch:78, self loss:53462.9686, cross loss:53747.7650, G loss:2782.5695, D loss:6.6179, reg loss:1124.1548
test: movie: hr:0.5225,ndcg:0.3210,mrr:0.2590, book: hr:0.5060,ndcg:0.3069,mrr:0.2458
epoch:79, self loss:54150.8331, cross loss:54491.2475, G loss:2788.4138, D loss:6.6935, reg loss:1125.5476
test: movie: hr:0.5284,ndcg:0.3239,mrr:0.2610, book: hr:0.5068,ndcg:0.3077,mrr:0.2466
epoch:80, self loss:53948.2164, cross loss:54329.2204, G loss:2794.2105, D loss:6.5569, reg loss:1125.2154
test: movie: hr:0.5290,ndcg:0.3261,mrr:0.2637, book: hr:0.5094,ndcg:0.3095,mrr:0.2481
epoch:81, self loss:53811.1695, cross loss:54263.0484, G loss:2783.0236, D loss:6.2389, reg loss:1121.5366
test: movie: hr:0.5292,ndcg:0.3261,mrr:0.2636, book: hr:0.5094,ndcg:0.3117,mrr:0.2511
epoch:82, self loss:52644.1638, cross loss:53216.6387, G loss:2787.7986, D loss:5.7273, reg loss:1123.4623
test: movie: hr:0.5311,ndcg:0.3274,mrr:0.2648, book: hr:0.5137,ndcg:0.3133,mrr:0.2518
epoch:83, self loss:53121.8654, cross loss:53658.9328, G loss:2801.3545, D loss:6.1456, reg loss:1115.2880
test: movie: hr:0.5369,ndcg:0.3303,mrr:0.2669, book: hr:0.5173,ndcg:0.3163,mrr:0.2546
epoch:84, self loss:52185.1950, cross loss:52569.9845, G loss:2807.5274, D loss:5.4524, reg loss:1086.8779
test: movie: hr:0.5355,ndcg:0.3309,mrr:0.2679, book: hr:0.5180,ndcg:0.3172,mrr:0.2554
epoch:85, self loss:52699.3049, cross loss:53123.1504, G loss:2837.7583, D loss:5.3683, reg loss:1085.9609
test: movie: hr:0.5402,ndcg:0.3327,mrr:0.2689, book: hr:0.5207,ndcg:0.3190,mrr:0.2570
epoch:86, self loss:52530.7008, cross loss:52890.1645, G loss:2837.1473, D loss:5.4221, reg loss:1075.5124
test: movie: hr:0.5408,ndcg:0.3344,mrr:0.2708, book: hr:0.5231,ndcg:0.3202,mrr:0.2579
epoch:87, self loss:52520.3430, cross loss:53167.2473, G loss:2841.9993, D loss:5.4276, reg loss:1096.7138
test: movie: hr:0.5411,ndcg:0.3343,mrr:0.2707, book: hr:0.5236,ndcg:0.3211,mrr:0.2589
epoch:88, self loss:52286.3812, cross loss:52724.8347, G loss:2840.4406, D loss:5.5784, reg loss:1068.9013
test: movie: hr:0.5461,ndcg:0.3366,mrr:0.2723, book: hr:0.5260,ndcg:0.3240,mrr:0.2620
epoch:89, self loss:52044.7860, cross loss:52284.0864, G loss:2850.1225, D loss:5.5781, reg loss:1079.5167
test: movie: hr:0.5466,ndcg:0.3380,mrr:0.2737, book: hr:0.5294,ndcg:0.3254,mrr:0.2626
epoch:90, self loss:51849.4814, cross loss:52472.2291, G loss:2851.2134, D loss:5.7814, reg loss:1077.3018
test: movie: hr:0.5492,ndcg:0.3391,mrr:0.2744, book: hr:0.5297,ndcg:0.3267,mrr:0.2642
epoch:91, self loss:51461.5406, cross loss:52019.0207, G loss:2843.1662, D loss:5.5763, reg loss:1064.9809
test: movie: hr:0.5498,ndcg:0.3417,mrr:0.2776, book: hr:0.5317,ndcg:0.3289,mrr:0.2665
epoch:92, self loss:51288.5698, cross loss:51699.0302, G loss:2849.8560, D loss:5.5964, reg loss:1068.5830
test: movie: hr:0.5528,ndcg:0.3426,mrr:0.2779, book: hr:0.5335,ndcg:0.3286,mrr:0.2657
epoch:93, self loss:51633.1782, cross loss:52131.4070, G loss:2845.2372, D loss:5.5415, reg loss:1062.8175
test: movie: hr:0.5539,ndcg:0.3446,mrr:0.2801, book: hr:0.5353,ndcg:0.3309,mrr:0.2680
epoch:94, self loss:52057.9706, cross loss:52366.9974, G loss:2837.5750, D loss:5.2413, reg loss:1076.2237
test: movie: hr:0.5550,ndcg:0.3463,mrr:0.2820, book: hr:0.5386,ndcg:0.3328,mrr:0.2696
epoch:95, self loss:51626.9267, cross loss:51916.3849, G loss:2867.8370, D loss:5.4442, reg loss:1046.7065
test: movie: hr:0.5559,ndcg:0.3460,mrr:0.2813, book: hr:0.5405,ndcg:0.3334,mrr:0.2698
epoch:96, self loss:51390.5442, cross loss:51706.5341, G loss:2871.1713, D loss:5.8220, reg loss:1038.6216
test: movie: hr:0.5585,ndcg:0.3466,mrr:0.2813, book: hr:0.5425,ndcg:0.3361,mrr:0.2725
epoch:97, self loss:50777.2788, cross loss:51090.7953, G loss:2881.7464, D loss:5.7059, reg loss:1023.6657
test: movie: hr:0.5614,ndcg:0.3495,mrr:0.2842, book: hr:0.5430,ndcg:0.3360,mrr:0.2723
epoch:98, self loss:51381.0504, cross loss:51780.9525, G loss:2855.6183, D loss:5.9632, reg loss:1027.6362
test: movie: hr:0.5645,ndcg:0.3514,mrr:0.2858, book: hr:0.5460,ndcg:0.3392,mrr:0.2756
epoch:99, self loss:51261.1776, cross loss:51627.0078, G loss:2858.6436, D loss:5.7787, reg loss:1028.6139
test: movie: hr:0.5638,ndcg:0.3517,mrr:0.2863, book: hr:0.5487,ndcg:0.3411,mrr:0.2772
epoch:100, self loss:51144.2780, cross loss:51642.3726, G loss:2862.0478, D loss:5.5056, reg loss:1023.7487
test: movie: hr:0.5667,ndcg:0.3535,mrr:0.2878, book: hr:0.5482,ndcg:0.3408,mrr:0.2770
epoch:101, self loss:50830.4691, cross loss:51314.9758, G loss:2875.8747, D loss:4.9124, reg loss:1016.7068
test: movie: hr:0.5681,ndcg:0.3543,mrr:0.2885, book: hr:0.5538,ndcg:0.3430,mrr:0.2781
epoch:102, self loss:50361.6880, cross loss:50784.4395, G loss:2893.0595, D loss:5.3004, reg loss:1000.6126
test: movie: hr:0.5685,ndcg:0.3553,mrr:0.2896, book: hr:0.5509,ndcg:0.3434,mrr:0.2795
epoch:103, self loss:49711.8470, cross loss:50100.4408, G loss:2888.5871, D loss:5.8543, reg loss:988.1324
test: movie: hr:0.5716,ndcg:0.3577,mrr:0.2917, book: hr:0.5556,ndcg:0.3469,mrr:0.2825
epoch:104, self loss:50207.0432, cross loss:50656.0208, G loss:2871.6969, D loss:5.9875, reg loss:993.4717
test: movie: hr:0.5750,ndcg:0.3590,mrr:0.2923, book: hr:0.5559,ndcg:0.3471,mrr:0.2828
epoch:105, self loss:49705.9489, cross loss:50084.3247, G loss:2874.9938, D loss:5.4446, reg loss:975.1639
test: movie: hr:0.5729,ndcg:0.3585,mrr:0.2924, book: hr:0.5576,ndcg:0.3469,mrr:0.2820
epoch:106, self loss:49686.9585, cross loss:49916.3254, G loss:2882.1694, D loss:5.0538, reg loss:951.7381
test: movie: hr:0.5750,ndcg:0.3609,mrr:0.2947, book: hr:0.5621,ndcg:0.3508,mrr:0.2856
epoch:107, self loss:49987.8861, cross loss:50423.4463, G loss:2890.3984, D loss:5.1370, reg loss:959.8117
test: movie: hr:0.5789,ndcg:0.3627,mrr:0.2960, book: hr:0.5692,ndcg:0.3529,mrr:0.2863
epoch:108, self loss:50237.0193, cross loss:50693.1443, G loss:2880.4077, D loss:5.8631, reg loss:952.4277
test: movie: hr:0.5784,ndcg:0.3631,mrr:0.2967, book: hr:0.5666,ndcg:0.3540,mrr:0.2886
epoch:109, self loss:49637.4349, cross loss:50029.3834, G loss:2882.7930, D loss:5.2988, reg loss:956.1233
test: movie: hr:0.5812,ndcg:0.3663,mrr:0.3000, book: hr:0.5675,ndcg:0.3539,mrr:0.2880
epoch:110, self loss:49767.0232, cross loss:50223.6050, G loss:2884.2821, D loss:5.8137, reg loss:938.6799
test: movie: hr:0.5829,ndcg:0.3656,mrr:0.2985, book: hr:0.5677,ndcg:0.3554,mrr:0.2899
epoch:111, self loss:49175.8985, cross loss:49525.3921, G loss:2893.6376, D loss:5.2718, reg loss:949.8790
test: movie: hr:0.5831,ndcg:0.3649,mrr:0.2976, book: hr:0.5684,ndcg:0.3561,mrr:0.2905
epoch:112, self loss:49690.3530, cross loss:49982.2011, G loss:2878.7654, D loss:5.3850, reg loss:923.2586
test: movie: hr:0.5835,ndcg:0.3666,mrr:0.2997, book: hr:0.5717,ndcg:0.3591,mrr:0.2935
epoch:113, self loss:49643.6510, cross loss:49895.8593, G loss:2889.2298, D loss:5.4955, reg loss:912.7257
test: movie: hr:0.5838,ndcg:0.3674,mrr:0.3008, book: hr:0.5753,ndcg:0.3602,mrr:0.2939
epoch:114, self loss:49562.5992, cross loss:49863.6208, G loss:2892.9230, D loss:5.0335, reg loss:915.2527
test: movie: hr:0.5852,ndcg:0.3684,mrr:0.3016, book: hr:0.5758,ndcg:0.3616,mrr:0.2955
epoch:115, self loss:49159.3775, cross loss:49472.4328, G loss:2908.7767, D loss:5.1557, reg loss:906.1427
test: movie: hr:0.5887,ndcg:0.3714,mrr:0.3043, book: hr:0.5753,ndcg:0.3616,mrr:0.2956
epoch:116, self loss:48699.7111, cross loss:49013.8418, G loss:2888.6245, D loss:5.7922, reg loss:892.8258
test: movie: hr:0.5873,ndcg:0.3709,mrr:0.3041, book: hr:0.5804,ndcg:0.3644,mrr:0.2979
epoch:117, self loss:48229.9768, cross loss:48560.0395, G loss:2860.6673, D loss:6.6493, reg loss:890.6015
test: movie: hr:0.5893,ndcg:0.3713,mrr:0.3041, book: hr:0.5787,ndcg:0.3654,mrr:0.2995
