epoch:0, self loss:3565593.8162, cross loss:2833598.1860, G loss:828.2660, D loss:312.7761, reg loss:100502.3925
epoch:60, self loss:58479.8074, cross loss:59301.5671, G loss:2845.1391, D loss:5.9575, reg loss:1156.3053
test: movie: hr:0.4710,ndcg:0.2784,mrr:0.2194, book: hr:0.4292,ndcg:0.2525,mrr:0.1985
epoch:61, self loss:56681.4355, cross loss:57482.9882, G loss:2863.2459, D loss:6.1328, reg loss:1150.4693
test: movie: hr:0.4747,ndcg:0.2799,mrr:0.2203, book: hr:0.4307,ndcg:0.2541,mrr:0.2002
epoch:62, self loss:57054.1687, cross loss:57722.2750, G loss:2858.3699, D loss:5.9961, reg loss:1140.6218
test: movie: hr:0.4746,ndcg:0.2804,mrr:0.2209, book: hr:0.4326,ndcg:0.2572,mrr:0.2035
epoch:63, self loss:57515.0820, cross loss:58120.0490, G loss:2854.4626, D loss:6.0056, reg loss:1147.5759
test: movie: hr:0.4769,ndcg:0.2815,mrr:0.2217, book: hr:0.4398,ndcg:0.2603,mrr:0.2055
epoch:64, self loss:57739.6435, cross loss:58407.9182, G loss:2837.4132, D loss:6.0398, reg loss:1150.1980
test: movie: hr:0.4774,ndcg:0.2829,mrr:0.2232, book: hr:0.4435,ndcg:0.2625,mrr:0.2071
epoch:65, self loss:55969.4404, cross loss:56610.5382, G loss:2841.1100, D loss:6.2047, reg loss:1154.7608
test: movie: hr:0.4811,ndcg:0.2852,mrr:0.2252, book: hr:0.4476,ndcg:0.2664,mrr:0.2111
epoch:66, self loss:56617.2835, cross loss:57326.0919, G loss:2816.6038, D loss:5.9423, reg loss:1169.5841
test: movie: hr:0.4862,ndcg:0.2889,mrr:0.2285, book: hr:0.4495,ndcg:0.2665,mrr:0.2106
epoch:67, self loss:55578.4062, cross loss:56205.9249, G loss:2825.2827, D loss:6.6116, reg loss:1147.6300
test: movie: hr:0.4856,ndcg:0.2883,mrr:0.2278, book: hr:0.4539,ndcg:0.2701,mrr:0.2138
epoch:68, self loss:56002.3367, cross loss:56765.6100, G loss:2807.1018, D loss:6.2627, reg loss:1183.0788
test: movie: hr:0.4877,ndcg:0.2908,mrr:0.2305, book: hr:0.4542,ndcg:0.2728,mrr:0.2173
epoch:69, self loss:57125.3652, cross loss:57935.8118, G loss:2809.4497, D loss:6.1051, reg loss:1208.7444
test: movie: hr:0.4917,ndcg:0.2924,mrr:0.2313, book: hr:0.4551,ndcg:0.2724,mrr:0.2164
epoch:70, self loss:55504.7041, cross loss:56238.2330, G loss:2809.3093, D loss:5.9915, reg loss:1187.9675
test: movie: hr:0.4918,ndcg:0.2939,mrr:0.2332, book: hr:0.4629,ndcg:0.2778,mrr:0.2211
epoch:71, self loss:56092.1842, cross loss:56815.7940, G loss:2835.2882, D loss:5.2508, reg loss:1195.3883
test: movie: hr:0.5010,ndcg:0.2992,mrr:0.2375, book: hr:0.4687,ndcg:0.2808,mrr:0.2233
epoch:72, self loss:55499.3508, cross loss:56143.7681, G loss:2845.9002, D loss:5.4576, reg loss:1191.0150
test: movie: hr:0.4976,ndcg:0.2986,mrr:0.2376, book: hr:0.4712,ndcg:0.2832,mrr:0.2256
epoch:73, self loss:55670.4887, cross loss:56363.6518, G loss:2851.7403, D loss:5.4260, reg loss:1182.3622
test: movie: hr:0.5014,ndcg:0.3021,mrr:0.2409, book: hr:0.4732,ndcg:0.2851,mrr:0.2274
epoch:74, self loss:54466.0921, cross loss:55012.1839, G loss:2865.8273, D loss:5.4746, reg loss:1179.0249
test: movie: hr:0.5026,ndcg:0.3033,mrr:0.2421, book: hr:0.4806,ndcg:0.2897,mrr:0.2312
epoch:75, self loss:55424.6391, cross loss:56077.8587, G loss:2864.0964, D loss:6.1185, reg loss:1198.2118
test: movie: hr:0.5051,ndcg:0.3045,mrr:0.2429, book: hr:0.4808,ndcg:0.2907,mrr:0.2325
epoch:76, self loss:53972.7324, cross loss:54678.4924, G loss:2857.2330, D loss:5.2879, reg loss:1197.8742
test: movie: hr:0.5070,ndcg:0.3067,mrr:0.2450, book: hr:0.4866,ndcg:0.2935,mrr:0.2343
epoch:77, self loss:54630.7898, cross loss:55471.6259, G loss:2876.9498, D loss:5.4725, reg loss:1217.6931
test: movie: hr:0.5123,ndcg:0.3100,mrr:0.2478, book: hr:0.4899,ndcg:0.2965,mrr:0.2372
epoch:78, self loss:53545.8631, cross loss:54289.2174, G loss:2856.3562, D loss:5.8420, reg loss:1191.1100
test: movie: hr:0.5156,ndcg:0.3138,mrr:0.2516, book: hr:0.4935,ndcg:0.2994,mrr:0.2399
epoch:79, self loss:54187.0834, cross loss:54904.7402, G loss:2863.6555, D loss:4.9514, reg loss:1197.8056
test: movie: hr:0.5200,ndcg:0.3170,mrr:0.2545, book: hr:0.5031,ndcg:0.3033,mrr:0.2422
epoch:80, self loss:53139.6559, cross loss:53808.9506, G loss:2874.3610, D loss:5.4267, reg loss:1193.8107
test: movie: hr:0.5225,ndcg:0.3183,mrr:0.2554, book: hr:0.5018,ndcg:0.3055,mrr:0.2454
epoch:81, self loss:53778.0154, cross loss:54411.1658, G loss:2858.3648, D loss:5.7300, reg loss:1193.2309
test: movie: hr:0.5243,ndcg:0.3190,mrr:0.2559, book: hr:0.5060,ndcg:0.3084,mrr:0.2478
epoch:82, self loss:52892.8211, cross loss:53653.9848, G loss:2840.2131, D loss:6.4120, reg loss:1191.2115
test: movie: hr:0.5280,ndcg:0.3218,mrr:0.2584, book: hr:0.5104,ndcg:0.3098,mrr:0.2483
epoch:83, self loss:52663.1585, cross loss:53505.3957, G loss:2831.9725, D loss:5.7704, reg loss:1209.3222
test: movie: hr:0.5292,ndcg:0.3236,mrr:0.2603, book: hr:0.5146,ndcg:0.3139,mrr:0.2524
epoch:84, self loss:53132.2261, cross loss:53897.4706, G loss:2869.4009, D loss:4.9854, reg loss:1208.1079
test: movie: hr:0.5328,ndcg:0.3271,mrr:0.2638, book: hr:0.5178,ndcg:0.3151,mrr:0.2529
epoch:85, self loss:54153.9150, cross loss:54920.7877, G loss:2898.4583, D loss:5.5136, reg loss:1204.6044
test: movie: hr:0.5390,ndcg:0.3294,mrr:0.2649, book: hr:0.5213,ndcg:0.3186,mrr:0.2564
epoch:86, self loss:52709.4656, cross loss:53408.5596, G loss:2891.3444, D loss:4.9300, reg loss:1192.0103
test: movie: hr:0.5392,ndcg:0.3321,mrr:0.2684, book: hr:0.5249,ndcg:0.3217,mrr:0.2592
epoch:87, self loss:52048.3652, cross loss:52677.5391, G loss:2899.5208, D loss:4.9587, reg loss:1199.7062
test: movie: hr:0.5367,ndcg:0.3305,mrr:0.2670, book: hr:0.5273,ndcg:0.3233,mrr:0.2607
epoch:88, self loss:51999.4946, cross loss:52610.3653, G loss:2904.2195, D loss:5.2669, reg loss:1183.3668
test: movie: hr:0.5419,ndcg:0.3344,mrr:0.2704, book: hr:0.5296,ndcg:0.3249,mrr:0.2620
epoch:89, self loss:52202.3325, cross loss:52927.3486, G loss:2903.4129, D loss:5.0621, reg loss:1187.2418
test: movie: hr:0.5450,ndcg:0.3363,mrr:0.2721, book: hr:0.5305,ndcg:0.3271,mrr:0.2646
epoch:90, self loss:52691.9840, cross loss:53356.6986, G loss:2888.0830, D loss:5.3416, reg loss:1205.1621
test: movie: hr:0.5470,ndcg:0.3369,mrr:0.2722, book: hr:0.5322,ndcg:0.3276,mrr:0.2647
epoch:91, self loss:52573.5265, cross loss:53206.6719, G loss:2880.9953, D loss:5.4214, reg loss:1184.4688
test: movie: hr:0.5490,ndcg:0.3389,mrr:0.2741, book: hr:0.5362,ndcg:0.3299,mrr:0.2665
epoch:92, self loss:52418.8823, cross loss:53161.8295, G loss:2876.3187, D loss:5.5256, reg loss:1209.0748
test: movie: hr:0.5529,ndcg:0.3427,mrr:0.2780, book: hr:0.5380,ndcg:0.3320,mrr:0.2687
epoch:93, self loss:51649.1634, cross loss:52287.7833, G loss:2880.6705, D loss:5.8996, reg loss:1182.5537
test: movie: hr:0.5514,ndcg:0.3429,mrr:0.2786, book: hr:0.5417,ndcg:0.3334,mrr:0.2694
epoch:94, self loss:51304.6287, cross loss:51913.1972, G loss:2910.8831, D loss:6.0640, reg loss:1159.5240
test: movie: hr:0.5553,ndcg:0.3435,mrr:0.2782, book: hr:0.5410,ndcg:0.3346,mrr:0.2711
epoch:95, self loss:51346.4386, cross loss:52031.3602, G loss:2861.6754, D loss:5.8171, reg loss:1170.0656
test: movie: hr:0.5547,ndcg:0.3460,mrr:0.2818, book: hr:0.5435,ndcg:0.3358,mrr:0.2719
epoch:96, self loss:51457.4372, cross loss:52025.1567, G loss:2816.5396, D loss:6.3250, reg loss:1179.3858
test: movie: hr:0.5599,ndcg:0.3476,mrr:0.2823, book: hr:0.5446,ndcg:0.3366,mrr:0.2726
epoch:97, self loss:50241.1913, cross loss:50918.1029, G loss:2855.4543, D loss:6.7035, reg loss:1168.2759
test: movie: hr:0.5607,ndcg:0.3495,mrr:0.2845, book: hr:0.5488,ndcg:0.3397,mrr:0.2752
epoch:98, self loss:51151.3988, cross loss:51869.2198, G loss:2871.6943, D loss:6.4980, reg loss:1159.1942
test: movie: hr:0.5643,ndcg:0.3526,mrr:0.2874, book: hr:0.5497,ndcg:0.3408,mrr:0.2765
epoch:99, self loss:50422.7391, cross loss:51028.9167, G loss:2893.0140, D loss:5.6415, reg loss:1147.9721
test: movie: hr:0.5622,ndcg:0.3516,mrr:0.2866, book: hr:0.5513,ndcg:0.3435,mrr:0.2795
epoch:100, self loss:51610.5656, cross loss:52277.2717, G loss:2901.8477, D loss:5.6057, reg loss:1155.7761
test: movie: hr:0.5667,ndcg:0.3541,mrr:0.2885, book: hr:0.5530,ndcg:0.3447,mrr:0.2804
epoch:101, self loss:50295.4395, cross loss:50891.1041, G loss:2905.2711, D loss:5.1471, reg loss:1146.8598
test: movie: hr:0.5692,ndcg:0.3552,mrr:0.2893, book: hr:0.5545,ndcg:0.3463,mrr:0.2821
epoch:102, self loss:49883.0859, cross loss:50756.3897, G loss:2905.3964, D loss:5.9543, reg loss:1158.9608
test: movie: hr:0.5679,ndcg:0.3560,mrr:0.2906, book: hr:0.5577,ndcg:0.3481,mrr:0.2834
epoch:103, self loss:49582.2770, cross loss:50274.1816, G loss:2896.6744, D loss:6.1103, reg loss:1111.1773
test: movie: hr:0.5703,ndcg:0.3575,mrr:0.2920, book: hr:0.5603,ndcg:0.3494,mrr:0.2844
epoch:104, self loss:49131.2641, cross loss:49864.0033, G loss:2898.8564, D loss:5.4524, reg loss:1114.8368
test: movie: hr:0.5758,ndcg:0.3603,mrr:0.2939, book: hr:0.5619,ndcg:0.3496,mrr:0.2842
epoch:105, self loss:49028.8058, cross loss:49768.8903, G loss:2915.9963, D loss:5.9553, reg loss:1112.2254
test: movie: hr:0.5786,ndcg:0.3622,mrr:0.2956, book: hr:0.5669,ndcg:0.3524,mrr:0.2865
epoch:106, self loss:49587.0590, cross loss:50216.0261, G loss:2901.3247, D loss:6.6145, reg loss:1111.7601
test: movie: hr:0.5758,ndcg:0.3624,mrr:0.2966, book: hr:0.5640,ndcg:0.3533,mrr:0.2883
epoch:107, self loss:50424.5088, cross loss:51040.9924, G loss:2921.9500, D loss:6.1666, reg loss:1101.0617
test: movie: hr:0.5774,ndcg:0.3629,mrr:0.2967, book: hr:0.5658,ndcg:0.3538,mrr:0.2884
epoch:108, self loss:48989.1940, cross loss:49698.8685, G loss:2949.5850, D loss:5.5732, reg loss:1067.6208
test: movie: hr:0.5767,ndcg:0.3631,mrr:0.2971, book: hr:0.5692,ndcg:0.3570,mrr:0.2915
epoch:109, self loss:49764.0221, cross loss:50494.2486, G loss:2964.6055, D loss:4.6729, reg loss:1069.5516
test: movie: hr:0.5807,ndcg:0.3650,mrr:0.2984, book: hr:0.5724,ndcg:0.3588,mrr:0.2930
epoch:110, self loss:48646.2194, cross loss:49299.4034, G loss:2968.8098, D loss:4.8360, reg loss:1036.1862
test: movie: hr:0.5819,ndcg:0.3666,mrr:0.3002, book: hr:0.5750,ndcg:0.3592,mrr:0.2927
epoch:111, self loss:49328.1708, cross loss:50041.3579, G loss:2978.5608, D loss:5.6200, reg loss:1029.6024
test: movie: hr:0.5821,ndcg:0.3666,mrr:0.2999, book: hr:0.5769,ndcg:0.3624,mrr:0.2962
epoch:112, self loss:48260.9658, cross loss:48912.1376, G loss:2981.7829, D loss:5.4103, reg loss:1020.1574
test: movie: hr:0.5829,ndcg:0.3672,mrr:0.3005, book: hr:0.5741,ndcg:0.3621,mrr:0.2967
epoch:113, self loss:48191.3780, cross loss:49078.9586, G loss:2954.2293, D loss:5.1985, reg loss:1046.8070
test: movie: hr:0.5868,ndcg:0.3709,mrr:0.3042, book: hr:0.5765,ndcg:0.3640,mrr:0.2983
epoch:114, self loss:47483.0527, cross loss:48183.7352, G loss:2975.4449, D loss:5.2786, reg loss:1036.5555
test: movie: hr:0.5873,ndcg:0.3693,mrr:0.3019, book: hr:0.5800,ndcg:0.3660,mrr:0.2999
epoch:115, self loss:47844.6391, cross loss:48743.9578, G loss:3001.4257, D loss:5.3894, reg loss:1049.9764
test: movie: hr:0.5877,ndcg:0.3712,mrr:0.3044, book: hr:0.5800,ndcg:0.3652,mrr:0.2989
epoch:116, self loss:47860.5210, cross loss:48536.4023, G loss:2993.2620, D loss:5.5006, reg loss:1033.2001
test: movie: hr:0.5926,ndcg:0.3725,mrr:0.3046, book: hr:0.5810,ndcg:0.3687,mrr:0.3030
epoch:117, self loss:47428.1130, cross loss:48004.3254, G loss:2991.7281, D loss:5.5209, reg loss:988.9777
test: movie: hr:0.5889,ndcg:0.3738,mrr:0.3073, book: hr:0.5841,ndcg:0.3695,mrr:0.3031
